shipment_id,step,timestamp,hour,lat,lon,temperature_c,temp_threshold_c,temp_alert,interval_co2_kg,cumulative_co2_kg,distance_km
A-1042,35,2026-07-28T17:44:41,2.917,52.37508,11.23526,5.36,8.5,False,3.33,113.037,121.53
A-1042,36,2026-07-28T17:49:41,3.0,52.37164,11.1738,5.62,8.5,False,2.975,116.012,125.0
A-1042,37,2026-07-28T17:54:41,3.083,52.36744,11.11139,5.32,8.5,False,2.947,118.959,128.47
A-1042,38,2026-07-28T17:59:41,3.167,52.36267,11.04854,5.61,8.5,False,2.88,121.839,131.94
A-1042,39,2026-07-28T18:04:41,3.25,52.35888,10.98776,5.07,8.5,False,3.322,125.161,135.42
A-1042,40,2026-07-28T18:09:41,3.333,52.35489,10.92465,5.37,8.5,False,3.165,128.326,138.89
A-1042,41,2026-07-28T18:14:41,3.417,52.35021,10.86278,5.48,8.5,False,3.173,131.499,142.36
A-1042,42,2026-07-28T18:19:41,3.5,52.34573,10.80068,5.32,8.5,False,2.934,134.433,145.83
A-1042,43,2026-07-28T18:24:41,3.583,52.34152,10.7391,5.34,8.5,False,2.921,137.354,149.31
A-1042,44,2026-07-28T18:29:41,3.667,52.33865,10.67692,5.8,8.5,False,3.144,140.498,152.78
A-1042,45,2026-07-28T18:34:41,3.75,52.33378,10.61533,5.59,8.5,False,2.912,143.41,156.25
A-1042,46,2026-07-28T18:39:41,3.833,52.32925,10.55336,5.79,8.5,False,2.994,146.404,159.72
A-1042,47,2026-07-28T18:44:41,3.917,52.32597,10.49126,5.63,8.5,False,3.175,149.579,163.19
A-1042,48,2026-07-28T18:49:41,4.0,52.32117,10.42922,5.36,8.5,False,3.179,152.758,166.67
A-1042,49,2026-07-28T18:54:41,4.083,52.31733,10.36761,5.63,8.5,False,3.084,155.842,170.14
A-1042,50,2026-07-28T18:59:41,4.167,52.3128,10.30459,5.62,8.5,False,2.917,158.759,173.61
A-1042,51,2026-07-28T19:04:41,4.25,52.30934,10.24346,5.61,8.5,False,3.026,161.785,177.08
A-1042,52,2026-07-28T19:09:41,4.333,52.30541,10.18088,5.34,8.5,False,2.975,164.76,180.56
A-1042,53,2026-07-28T19:14:41,4.417,52.30067,10.11897,5.78,8.5,False,3.224,167.984,184.03
A-1042,54,2026-07-28T19:19:41,4.5,52.29618,10.05716,5.54,8.5,False,3.352,171.336,187.5
A-1042,55,2026-07-28T19:24:41,4.583,52.29239,9.99537,5.3,8.5,False,2.975,174.311,190.97
A-1042,56,2026-07-28T19:29:41,4.667,52.28813,9.93364,5.79,8.5,False,2.928,177.239,194.44
A-1042,57,2026-07-28T19:34:41,4.75,52.2845,9.87068,5.53,8.5,False,3.009,180.248,197.92
A-1042,58,2026-07-28T19:39:41,4.833,52.27947,9.80948,5.61,8.5,False,3.239,183.487,201.39
A-1042,59,2026-07-28T19:44:41,4.917,52.27572,9.74719,5.49,8.5,False,3.156,186.643,204.86
A-1042,60,2026-07-28T19:49:41,5.0,52.27184,9.68538,5.49,8.5,False,3.319,189.962,208.33
A-1042,61,2026-07-28T19:54:41,5.083,52.26728,9.62326,5.8,8.5,False,2.999,192.961,211.81
A-1042,62,2026-07-28T19:59:41,5.167,52.26333,9.56087,5.66,8.5,False,2.895,195.856,215.28
A-1042,63,2026-07-28T20:04:41,5.25,52.25988,9.49922,5.37,8.5,False,2.964,198.82,218.75
A-1042,64,2026-07-28T20:09:41,5.333,52.25541,9.4368,5.28,8.5,False,3.071,201.891,222.22
A-1042,65,2026-07-28T20:14:41,5.417,52.25086,9.37517,5.49,8.5,False,2.948,204.839,225.69
A-1042,66,2026-07-28T20:19:41,5.5,52.24726,9.31305,5.69,8.5,False,3.304,208.143,229.17
A-1042,67,2026-07-28T20:24:41,5.583,52.24242,9.25153,5.95,8.5,False,2.956,211.099,232.64
A-1042,68,2026-07-28T20:29:41,5.667,52.23842,9.18918,5.59,8.5,False,3.284,214.383,236.11
A-1042,69,2026-07-28T20:34:41,5.75,52.23441,9.12711,5.57,8.5,False,2.958,217.341,239.58
A-1042,70,2026-07-28T20:39:41,5.833,52.23101,9.06578,5.93,8.5,False,2.996,220.337,243.06
A-1042,71,2026-07-28T20:44:41,5.917,52.2257,9.00319,5.8,8.5,False,3.199,223.536,246.53
A-1042,72,2026-07-28T20:49:41,6.0,52.22152,8.94095,5.54,8.5,False,2.987,226.523,250.0
A-1042,73,2026-07-28T20:54:41,6.083,52.21837,8.87979,5.75,8.5,False,3.271,229.794,253.47
A-1042,74,2026-07-28T20:59:41,6.167,52.21328,8.81738,5.66,8.5,False,3.14,232.934,256.94
A-1042,75,2026-07-28T21:04:41,6.25,52.21029,8.7557,5.32,8.5,False,2.959,235.893,260.42
A-1042,76,2026-07-28T21:09:41,6.333,52.20515,8.69392,5.42,8.5,False,3.204,239.097,263.89
A-1042,77,2026-07-28T21:14:41,6.417,52.20133,8.63145,5.73,8.5,False,3.297,242.394,267.36
A-1042,78,2026-07-28T21:19:41,6.5,52.19747,8.56933,5.49,8.5,False,2.974,245.368,270.83
A-1042,79,2026-07-28T21:24:41,6.583,52.19376,8.50775,5.76,8.5,False,3.299,248.667,274.31
A-1042,80,2026-07-28T21:29:41,6.667,52.18922,8.446,5.53,8.5,False,3.32,251.987,277.78
A-1042,81,2026-07-28T21:34:41,6.75,52.1852,8.38275,5.91,8.5,False,3.007,254.994,281.25
A-1042,82,2026-07-28T21:39:41,6.833,52.18043,8.32151,5.08,8.5,False,3.151,258.145,284.72
A-1042,83,2026-07-28T21:44:41,6.917,52.17661,8.25899,5.43,8.5,False,3.216,261.361,288.19
A-1042,84,2026-07-28T21:49:41,7.0,52.17257,8.19749,5.33,8.5,False,2.93,264.291,291.67
A-1042,85,2026-07-28T21:54:41,7.083,52.16798,8.13607,5.4,8.5,False,3.161,267.452,295.14
A-1042,86,2026-07-28T21:59:41,7.167,52.164,8.07335,5.35,8.5,False,3.374,270.826,298.61
A-1042,87,2026-07-28T22:04:41,7.25,52.16025,8.01205,5.47,8.5,False,3.237,274.063,302.08
A-1042,88,2026-07-28T22:09:41,7.333,52.15541,7.94937,5.13,8.5,False,3.299,277.362,305.56
A-1042,89,2026-07-28T22:14:41,7.417,52.15179,7.88737,5.51,8.5,False,3.315,280.677,309.03
A-1042,90,2026-07-28T22:19:41,7.5,52.14792,7.82531,5.86,8.5,False,3.109,283.786,312.5
A-1042,91,2026-07-28T22:24:41,7.583,52.14393,7.76387,5.47,8.5,False,2.947,286.733,315.97
A-1042,92,2026-07-28T22:29:41,7.667,52.1389,7.70164,6.14,8.5,False,2.942,289.675,319.44
A-1042,93,2026-07-28T22:34:41,7.75,52.13505,7.63891,6.29,8.5,False,2.961,292.636,322.92
A-1042,94,2026-07-28T22:39:41,7.833,52.13107,7.57734,6.62,8.5,False,3.109,295.745,326.39
A-1042,95,2026-07-28T22:44:41,7.917,52.12698,7.51507,7.54,8.5,False,2.924,298.669,329.86
A-1042,96,2026-07-28T22:49:41,8.0,52.12268,7.45364,7.53,8.5,False,3.289,301.958,333.33
A-1042,97,2026-07-28T22:54:41,8.083,52.11831,7.39176,8.18,8.5,False,3.315,305.273,336.81
A-1042,98,2026-07-28T22:59:41,8.167,52.11427,7.32946,8.2,8.5,False,3.244,308.517,340.28
A-1042,99,2026-07-28T23:04:41,8.25,52.11066,7.26712,8.69,8.5,True,2.947,311.464,343.75
A-1042,100,2026-07-28T23:09:41,8.333,52.10657,7.20522,8.62,8.5,True,3.177,314.641,347.22
A-1042,101,2026-07-28T23:14:41,8.417,52.10222,7.14354,8.6,8.5,True,3.001,317.642,350.69
A-1042,102,2026-07-28T23:19:41,8.5,52.09831,7.08108,8.66,8.5,True,2.972,320.614,354.17
A-1042,103,2026-07-28T23:24:41,8.583,52.09404,7.0193,8.47,8.5,False,3.251,323.865,357.64
A-1042,104,2026-07-28T23:29:41,8.667,52.08984,6.95802,8.39,8.5,False,3.275,327.14,361.11
A-1042,105,2026-07-28T23:34:41,8.75,52.08554,6.89531,8.64,8.5,True,3.205,330.345,364.58
A-1042,106,2026-07-28T23:39:41,8.833,52.08187,6.83298,7.85,8.5,False,3.289,333.634,368.06
A-1042,107,2026-07-28T23:44:41,8.917,52.07771,6.77168,7.66,8.5,False,3.074,336.708,371.53
A-1042,108,2026-07-28T23:49:41,9.0,52.07307,6.70992,7.28,8.5,False,3.079,339.787,375.0
A-1042,109,2026-07-28T23:54:41,9.083,52.06974,6.64698,6.72,8.5,False,3.308,343.095,378.47
A-1042,110,2026-07-28T23:59:41,9.167,52.0644,6.58562,6.5,8.5,False,2.906,346.001,381.94
A-1042,111,2026-07-29T00:04:41,9.25,52.06109,6.52296,5.93,8.5,False,3.291,349.292,385.42
A-1042,112,2026-07-29T00:09:41,9.333,52.0561,6.46207,5.29,8.5,False,3.179,352.471,388.89
A-1042,113,2026-07-29T00:14:41,9.417,52.05238,6.39965,4.59,8.5,False,2.93,355.401,392.36
A-1042,114,2026-07-29T00:19:41,9.5,52.04894,6.33737,4.56,8.5,False,3.285,358.686,395.83
A-1042,115,2026-07-29T00:24:41,9.583,52.04448,6.27493,4.82,8.5,False,2.935,361.621,399.31
A-1042,116,2026-07-29T00:29:41,9.667,52.03968,6.21333,4.96,8.5,False,3.278,364.899,402.78
A-1042,117,2026-07-29T00:34:41,9.75,52.03678,6.15139,4.97,8.5,False,3.25,368.149,406.25
A-1042,118,2026-07-29T00:39:41,9.833,52.03206,6.08941,5.12,8.5,False,3.145,371.294,409.72
A-1042,119,2026-07-29T00:44:41,9.917,52.02824,6.02785,5.01,8.5,False,2.997,374.291,413.19
A-1042,120,2026-07-29T00:49:41,10.0,52.02408,5.96551,4.56,8.5,False,3.009,377.3,416.67
A-1042,121,2026-07-29T00:54:41,10.083,52.01973,5.90306,4.92,8.5,False,2.881,380.181,420.14
A-1042,122,2026-07-29T00:59:41,10.167,52.01479,5.84161,4.72,8.5,False,3.176,383.357,423.61
A-1042,123,2026-07-29T01:04:41,10.25,52.01079,5.77895,4.56,8.5,False,3.321,386.678,427.08
A-1042,124,2026-07-29T01:09:41,10.333,52.00703,5.71765,4.93,8.5,False,3.345,390.023,430.56
A-1042,125,2026-07-29T01:14:41,10.417,52.00325,5.65492,4.83,8.5,False,3.366,393.389,434.03
A-1042,126,2026-07-29T01:19:41,10.5,51.99955,5.59303,4.71,8.5,False,3.135,396.524,437.5
A-1042,127,2026-07-29T01:24:41,10.583,51.99531,5.53182,4.61,8.5,False,3.127,399.651,440.97
A-1042,128,2026-07-29T01:29:41,10.667,51.99061,5.46902,4.88,8.5,False,3.198,402.849,444.44
A-1042,129,2026-07-29T01:34:41,10.75,51.98682,5.40713,4.69,8.5,False,3.253,406.102,447.92
A-1042,130,2026-07-29T01:39:41,10.833,51.98242,5.34499,4.87,8.5,False,2.936,409.038,451.39
A-1042,131,2026-07-29T01:44:41,10.917,51.97754,5.28341,4.61,8.5,False,3.056,412.094,454.86
A-1042,132,2026-07-29T01:49:41,11.0,51.97423,5.22221,4.73,8.5,False,3.065,415.159,458.33
A-1042,133,2026-07-29T01:54:41,11.083,51.96978,5.1591,4.93,8.5,False,3.251,418.41,461.81
A-1042,134,2026-07-29T01:59:41,11.167,51.96627,5.09783,4.61,8.5,False,3.139,421.549,465.28
A-1042,135,2026-07-29T02:04:41,11.25,51.96175,5.03512,4.35,8.5,False,2.994,424.543,468.75
A-1042,136,2026-07-29T02:09:41,11.333,51.95761,4.97438,4.95,8.5,False,3.069,427.612,472.22
A-1042,137,2026-07-29T02:14:41,11.417,51.95403,4.91181,4.57,8.5,False,3.251,430.863,475.69
A-1042,138,2026-07-29T02:19:41,11.5,51.94948,4.84997,4.55,8.5,False,3.191,434.054,479.17
A-1042,139,2026-07-29T02:24:41,11.583,51.94532,4.78798,4.57,8.5,False,3.298,437.352,482.64
A-1042,140,2026-07-29T02:29:41,11.667,51.94095,4.72581,4.0,8.5,False,2.921,440.273,486.11
A-1042,141,2026-07-29T02:34:41,11.75,51.93743,4.66372,4.9,8.5,False,3.08,443.353,489.58
A-1042,142,2026-07-29T02:39:41,11.833,51.93338,4.6022,4.61,8.5,False,3.268,446.621,493.06
A-1042,143,2026-07-29T02:44:41,11.917,51.92893,4.53982,4.26,8.5,False,2.911,449.532,496.53
A-1042,144,2026-07-29T02:49:41,12.0,51.92372,4.4781,4.61,8.5,False,3.089,452.621,500.0
