shipment_id,step,timestamp,hour,lat,lon,temperature_c,temp_threshold_c,temp_alert,interval_co2_kg,cumulative_co2_kg,distance_km
A-104,65,2026-07-04T22:49:49,5.417,52.2517,9.37513,6.04,11.0,False,3.87,269.968,295.66
A-104,66,2026-07-04T22:54:49,5.5,52.2475,9.31361,5.12,11.0,False,4.195,274.163,300.21
A-104,67,2026-07-04T22:59:49,5.583,52.24217,9.25178,5.19,11.0,False,3.962,278.125,304.76
A-104,68,2026-07-04T23:04:49,5.667,52.23898,9.18996,5.63,11.0,False,3.836,281.961,309.31
A-104,69,2026-07-04T23:09:49,5.75,52.23469,9.12701,5.63,11.0,False,4.162,286.123,313.85
A-104,70,2026-07-04T23:14:49,5.833,52.23079,9.06491,5.45,11.0,False,4.086,290.209,318.4
A-104,71,2026-07-04T23:19:49,5.917,52.22692,9.00384,5.43,11.0,False,3.827,294.036,322.95
A-104,72,2026-07-04T23:24:49,6.0,52.22209,8.94103,5.88,11.0,False,4.184,298.22,327.5
A-104,73,2026-07-04T23:29:49,6.083,52.21772,8.8797,5.53,11.0,False,4.128,302.348,332.05
A-104,74,2026-07-04T23:34:49,6.167,52.21382,8.81665,5.89,11.0,False,4.358,306.706,336.6
A-104,75,2026-07-04T23:39:49,6.25,52.20986,8.75585,5.7,11.0,False,4.148,310.854,341.15
A-104,76,2026-07-04T23:44:49,6.333,52.20515,8.69283,5.35,11.0,False,4.288,315.142,345.69
A-104,77,2026-07-04T23:49:49,6.417,52.20204,8.63195,5.89,11.0,False,3.904,319.046,350.24
A-104,78,2026-07-04T23:54:49,6.5,52.19702,8.56881,5.56,11.0,False,4.032,323.078,354.79
A-104,79,2026-07-04T23:59:49,6.583,52.19342,8.50689,5.06,11.0,False,4.375,327.453,359.34
A-104,80,2026-07-05T00:04:49,6.667,52.18964,8.44608,5.61,11.0,False,3.782,331.235,363.89
A-104,81,2026-07-05T00:09:49,6.75,52.18532,8.38315,5.07,11.0,False,4.376,335.611,368.44
A-104,82,2026-07-05T00:14:49,6.833,52.18127,8.32192,5.5,11.0,False,4.282,339.893,372.99
A-104,83,2026-07-05T00:19:49,6.917,52.17614,8.25994,5.28,11.0,False,4.329,344.222,377.53
A-104,84,2026-07-05T00:24:49,7.0,52.17217,8.19786,5.25,11.0,False,4.287,348.509,382.08
A-104,85,2026-07-05T00:29:49,7.083,52.16804,8.13473,5.44,11.0,False,3.893,352.402,386.63
A-104,86,2026-07-05T00:34:49,7.167,52.16405,8.07394,5.55,11.0,False,4.186,356.588,391.18
A-104,87,2026-07-05T00:39:49,7.25,52.16001,8.01212,5.34,11.0,False,4.117,360.705,395.73
A-104,88,2026-07-05T00:44:49,7.333,52.15666,7.94887,5.48,11.0,False,4.397,365.102,400.28
A-104,89,2026-07-05T00:49:49,7.417,52.15155,7.88687,5.32,11.0,False,4.051,369.153,404.83
A-104,90,2026-07-05T00:54:49,7.5,52.14808,7.82517,5.15,11.0,False,4.019,373.172,409.38
A-104,91,2026-07-05T00:59:49,7.583,52.14372,7.76309,5.32,11.0,False,4.231,377.403,413.92
A-104,92,2026-07-05T01:04:49,7.667,52.13876,7.70206,5.66,11.0,False,4.252,381.655,418.47
A-104,93,2026-07-05T01:09:49,7.75,52.13559,7.63926,6.39,11.0,False,3.812,385.467,423.02
A-104,94,2026-07-05T01:14:49,7.833,52.13144,7.57721,6.78,11.0,False,4.238,389.705,427.57
A-104,95,2026-07-05T01:19:49,7.917,52.12678,7.51519,7.72,11.0,False,4.034,393.739,432.12
A-104,96,2026-07-05T01:24:49,8.0,52.12279,7.45317,7.89,11.0,False,4.382,398.121,436.67
A-104,97,2026-07-05T01:29:49,8.083,52.11905,7.39205,8.23,11.0,False,4.169,402.29,441.22
A-104,98,2026-07-05T01:34:49,8.167,52.11437,7.32955,8.52,11.0,False,4.048,406.338,445.76
A-104,99,2026-07-05T01:39:49,8.25,52.11064,7.2677,8.56,11.0,False,4.071,410.409,450.31
A-104,100,2026-07-05T01:44:49,8.333,52.10631,7.20507,8.27,11.0,False,4.288,414.697,454.86
A-104,101,2026-07-05T01:49:49,8.417,52.10178,7.14289,8.83,11.0,False,4.104,418.801,459.41
A-104,102,2026-07-05T01:54:49,8.5,52.09831,7.08126,8.88,11.0,False,4.207,423.008,463.96
A-104,103,2026-07-05T01:59:49,8.583,52.09358,7.01907,8.34,11.0,False,3.782,426.79,468.51
A-104,104,2026-07-05T02:04:49,8.667,52.08948,6.95747,8.53,11.0,False,4.038,430.828,473.06
A-104,105,2026-07-05T02:09:49,8.75,52.0859,6.89507,8.18,11.0,False,4.222,435.05,477.6
A-104,106,2026-07-05T02:14:49,8.833,52.08156,6.83315,7.93,11.0,False,4.258,439.308,482.15
A-104,107,2026-07-05T02:19:49,8.917,52.07783,6.77095,7.56,11.0,False,4.045,443.353,486.7
A-104,108,2026-07-05T02:24:49,9.0,52.07283,6.71019,7.1,11.0,False,3.929,447.282,491.25
A-104,109,2026-07-05T02:29:49,9.083,52.06967,6.64747,6.69,11.0,False,4.291,451.573,495.8
A-104,110,2026-07-05T02:34:49,9.167,52.06527,6.58624,5.8,11.0,False,4.35,455.923,500.35
A-104,111,2026-07-05T02:39:49,9.25,52.06105,6.52386,5.41,11.0,False,4.097,460.02,504.9
A-104,112,2026-07-05T02:44:49,9.333,52.05723,6.46161,5.41,11.0,False,4.077,464.097,509.44
A-104,113,2026-07-05T02:49:49,9.417,52.05227,6.39918,4.76,11.0,False,4.184,468.281,513.99
A-104,114,2026-07-05T02:54:49,9.5,52.04887,6.33758,4.83,11.0,False,3.817,472.098,518.54
A-104,115,2026-07-05T02:59:49,9.583,52.04404,6.27523,4.81,11.0,False,3.976,476.074,523.09
A-104,116,2026-07-05T03:04:49,9.667,52.04027,6.21304,4.95,11.0,False,4.229,480.303,527.64
A-104,117,2026-07-05T03:09:49,9.75,52.03545,6.15144,5.2,11.0,False,4.122,484.425,532.19
A-104,118,2026-07-05T03:14:49,9.833,52.03182,6.08915,4.5,11.0,False,4.149,488.574,536.74
A-104,119,2026-07-05T03:19:49,9.917,52.02808,6.02809,5.07,11.0,False,4.268,492.842,541.28
A-104,120,2026-07-05T03:24:49,10.0,52.02349,5.96487,4.64,11.0,False,4.325,497.167,545.83
A-104,121,2026-07-05T03:29:49,10.083,52.02018,5.90347,5.1,11.0,False,4.256,501.423,550.38
A-104,122,2026-07-05T03:34:49,10.167,52.01546,5.84174,4.84,11.0,False,4.052,505.475,554.93
A-104,123,2026-07-05T03:39:49,10.25,52.01058,5.77936,4.93,11.0,False,4.211,509.686,559.48
A-104,124,2026-07-05T03:44:49,10.333,52.00698,5.71712,4.68,11.0,False,4.174,513.86,564.03
A-104,125,2026-07-05T03:49:49,10.417,52.0023,5.65545,4.79,11.0,False,4.136,517.996,568.58
A-104,126,2026-07-05T03:54:49,10.5,51.99817,5.59382,4.9,11.0,False,3.799,521.795,573.12
A-104,127,2026-07-05T03:59:49,10.583,51.99454,5.5312,4.9,11.0,False,3.98,525.775,577.67
A-104,128,2026-07-05T04:04:49,10.667,51.99095,5.46945,4.72,11.0,False,3.931,529.706,582.22
A-104,129,2026-07-05T04:09:49,10.75,51.98584,5.40693,4.33,11.0,False,4.12,533.826,586.77
A-104,130,2026-07-05T04:14:49,10.833,51.98303,5.34542,4.48,11.0,False,4.193,538.019,591.32
A-104,131,2026-07-05T04:19:49,10.917,51.97854,5.28428,4.39,11.0,False,3.897,541.916,595.87
A-104,132,2026-07-05T04:24:49,11.0,51.97334,5.22114,4.87,11.0,False,4.136,546.052,600.42
A-104,133,2026-07-05T04:29:49,11.083,51.96949,5.15993,4.86,11.0,False,4.269,550.321,604.97
A-104,134,2026-07-05T04:34:49,11.167,51.96528,5.09781,4.63,11.0,False,4.303,554.624,609.51
A-104,135,2026-07-05T04:39:49,11.25,51.96229,5.03509,4.52,11.0,False,3.783,558.407,614.06
A-104,136,2026-07-05T04:44:49,11.333,51.95722,4.97392,4.8,11.0,False,4.235,562.642,618.61
A-104,137,2026-07-05T04:49:49,11.417,51.95274,4.91194,4.54,11.0,False,4.177,566.819,623.16
A-104,138,2026-07-05T04:54:49,11.5,51.94864,4.85006,4.74,11.0,False,3.846,570.665,627.71
A-104,139,2026-07-05T04:59:49,11.583,51.94578,4.78808,4.35,11.0,False,3.994,574.659,632.26
A-104,140,2026-07-05T05:04:49,11.667,51.94084,4.72549,4.38,11.0,False,4.323,578.982,636.81
A-104,141,2026-07-05T05:09:49,11.75,51.93727,4.66312,4.54,11.0,False,4.396,583.378,641.35
A-104,142,2026-07-05T05:14:49,11.833,51.93287,4.60216,4.48,11.0,False,4.247,587.625,645.9
A-104,143,2026-07-05T05:19:49,11.917,51.92921,4.53936,4.32,11.0,False,4.296,591.921,650.45
A-104,144,2026-07-05T05:24:49,12.0,51.92446,4.47768,4.22,11.0,False,3.942,595.863,655.0
