shipment_id,step,timestamp,hour,lat,lon,temperature_c,temp_threshold_c,temp_alert,interval_co2_kg,cumulative_co2_kg,distance_km
A-1041,84,2026-07-07T18:42:06,7.0,52.17324,8.19714,5.42,8.0,False,4.349,346.026,379.17
A-1041,85,2026-07-07T18:47:06,7.083,52.16796,8.13565,5.22,8.0,False,3.791,349.817,383.68
A-1041,86,2026-07-07T18:52:06,7.167,52.16438,8.07377,5.68,8.0,False,4.095,353.912,388.19
A-1041,87,2026-07-07T18:57:06,7.25,52.16001,8.01161,5.2,8.0,False,4.159,358.071,392.71
A-1041,88,2026-07-07T19:02:06,7.333,52.15618,7.94974,5.35,8.0,False,4.141,362.212,397.22
A-1041,89,2026-07-07T19:07:06,7.417,52.15243,7.88778,4.88,8.0,False,3.985,366.197,401.74
A-1041,90,2026-07-07T19:12:06,7.5,52.14819,7.82524,5.53,8.0,False,4.32,370.517,406.25
A-1041,91,2026-07-07T19:17:06,7.583,52.14421,7.76372,4.96,8.0,False,4.061,374.578,410.76
A-1041,92,2026-07-07T19:22:06,7.667,52.13917,7.70165,5.45,8.0,False,3.874,378.452,415.28
A-1041,93,2026-07-07T19:27:06,7.75,52.13571,7.64004,5.17,8.0,False,3.871,382.323,419.79
A-1041,94,2026-07-07T19:32:06,7.833,52.13069,7.5769,4.92,8.0,False,3.898,386.221,424.31
A-1041,95,2026-07-07T19:37:06,7.917,52.12749,7.51481,5.14,8.0,False,3.873,390.094,428.82
A-1041,96,2026-07-07T19:42:06,8.0,52.123,7.45384,4.94,8.0,False,3.971,394.065,433.33
A-1041,97,2026-07-07T19:47:06,8.083,52.11862,7.3915,5.24,8.0,False,3.739,397.804,437.85
A-1041,98,2026-07-07T19:52:06,8.167,52.11423,7.32926,5.14,8.0,False,3.896,401.7,442.36
A-1041,99,2026-07-07T19:57:06,8.25,52.11123,7.2677,5.09,8.0,False,4.005,405.705,446.88
A-1041,100,2026-07-07T20:02:06,8.333,52.1068,7.2058,5.28,8.0,False,4.137,409.842,451.39
A-1041,101,2026-07-07T20:07:06,8.417,52.10167,7.14339,4.93,8.0,False,3.992,413.834,455.9
A-1041,102,2026-07-07T20:12:06,8.5,52.09776,7.0813,5.25,8.0,False,3.811,417.645,460.42
A-1041,103,2026-07-07T20:17:06,8.583,52.09374,7.01902,5.04,8.0,False,3.753,421.398,464.93
A-1041,104,2026-07-07T20:22:06,8.667,52.09044,6.95757,5.36,8.0,False,3.851,425.249,469.44
A-1041,105,2026-07-07T20:27:06,8.75,52.08568,6.89615,5.14,8.0,False,4.373,429.622,473.96
A-1041,106,2026-07-07T20:32:06,8.833,52.08142,6.83392,5.0,8.0,False,3.998,433.62,478.47
A-1041,107,2026-07-07T20:37:06,8.917,52.07788,6.77192,5.07,8.0,False,4.207,437.827,482.99
A-1041,108,2026-07-07T20:42:06,9.0,52.074,6.70935,4.94,8.0,False,4.338,442.165,487.5
A-1041,109,2026-07-07T20:47:06,9.083,52.0697,6.64807,4.68,8.0,False,3.959,446.124,492.01
A-1041,110,2026-07-07T20:52:06,9.167,52.06485,6.58571,5.14,8.0,False,3.979,450.103,496.53
A-1041,111,2026-07-07T20:57:06,9.25,52.06047,6.52309,5.11,8.0,False,4.162,454.265,501.04
A-1041,112,2026-07-07T21:02:06,9.333,52.05648,6.46091,5.12,8.0,False,3.883,458.148,505.56
A-1041,113,2026-07-07T21:07:06,9.417,52.05289,6.39895,4.5,8.0,False,3.881,462.029,510.07
A-1041,114,2026-07-07T21:12:06,9.5,52.048,6.33776,4.6,8.0,False,4.166,466.195,514.58
A-1041,115,2026-07-07T21:17:06,9.583,52.04472,6.2761,4.79,8.0,False,4.117,470.312,519.1
A-1041,116,2026-07-07T21:22:06,9.667,52.03982,6.21308,5.14,8.0,False,4.157,474.469,523.61
A-1041,117,2026-07-07T21:27:06,9.75,52.03673,6.15201,4.6,8.0,False,3.999,478.468,528.12
A-1041,118,2026-07-07T21:32:06,9.833,52.03149,6.08947,5.24,8.0,False,3.742,482.21,532.64
A-1041,119,2026-07-07T21:37:06,9.917,52.02709,6.0275,4.65,8.0,False,4.329,486.539,537.15
A-1041,120,2026-07-07T21:42:06,10.0,52.02421,5.96607,4.97,8.0,False,4.241,490.78,541.67
A-1041,121,2026-07-07T21:47:06,10.083,52.01944,5.90333,4.89,8.0,False,4.362,495.142,546.18
A-1041,122,2026-07-07T21:52:06,10.167,52.0147,5.84157,5.04,8.0,False,4.315,499.457,550.69
A-1041,123,2026-07-07T21:57:06,10.25,52.01093,5.77969,4.59,8.0,False,4.374,503.831,555.21
A-1041,124,2026-07-07T22:02:06,10.333,52.00659,5.7175,4.9,8.0,False,4.24,508.071,559.72
A-1041,125,2026-07-07T22:07:06,10.417,52.00334,5.65526,4.76,8.0,False,4.381,512.452,564.24
A-1041,126,2026-07-07T22:12:06,10.5,51.99925,5.59308,5.16,8.0,False,4.049,516.501,568.75
A-1041,127,2026-07-07T22:17:06,10.583,51.99404,5.53203,4.71,8.0,False,4.118,520.619,573.26
A-1041,128,2026-07-07T22:22:06,10.667,51.99093,5.46902,4.36,8.0,False,4.211,524.83,577.78
A-1041,129,2026-07-07T22:27:06,10.75,51.98597,5.40738,4.75,8.0,False,4.033,528.863,582.29
A-1041,130,2026-07-07T22:32:06,10.833,51.98225,5.34634,4.7,8.0,False,4.139,533.002,586.81
A-1041,131,2026-07-07T22:37:06,10.917,51.97765,5.28416,4.67,8.0,False,4.081,537.083,591.32
A-1041,132,2026-07-07T22:42:06,11.0,51.97461,5.22223,4.77,8.0,False,3.779,540.862,595.83
A-1041,133,2026-07-07T22:47:06,11.083,51.97029,5.1596,4.6,8.0,False,4.243,545.105,600.35
A-1041,134,2026-07-07T22:52:06,11.167,51.96568,5.09753,4.61,8.0,False,4.06,549.165,604.86
A-1041,135,2026-07-07T22:57:06,11.25,51.96148,5.03591,4.43,8.0,False,3.784,552.949,609.38
A-1041,136,2026-07-07T23:02:06,11.333,51.95743,4.97378,4.44,8.0,False,3.979,556.928,613.89
A-1041,137,2026-07-07T23:07:06,11.417,51.95402,4.91196,4.2,8.0,False,3.987,560.915,618.4
A-1041,138,2026-07-07T23:12:06,11.5,51.94931,4.84947,4.56,8.0,False,4.321,565.236,622.92
A-1041,139,2026-07-07T23:17:06,11.583,51.94488,4.78697,4.53,8.0,False,3.793,569.029,627.43
A-1041,140,2026-07-07T23:22:06,11.667,51.94071,4.72534,4.66,8.0,False,4.333,573.362,631.94
A-1041,141,2026-07-07T23:27:06,11.75,51.93649,4.66346,4.38,8.0,False,4.356,577.718,636.46
A-1041,142,2026-07-07T23:32:06,11.833,51.93319,4.60232,4.59,8.0,False,4.189,581.907,640.97
A-1041,143,2026-07-07T23:37:06,11.917,51.9283,4.53913,4.57,8.0,False,3.798,585.705,645.49
A-1041,144,2026-07-07T23:42:06,12.0,51.92414,4.47743,4.2,8.0,False,3.847,589.552,650.0
